"date","station","land_use","method","lengths"
"2005-06-25","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2006-04-11","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",30
"2007-05-16","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",35
"2011-04-11","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2013-08-14","FI-Sod","Evergreen needleleaf forests","Mod. Ford and Labosier",40
"2003-04-09","FI-Sod","Evergreen needleleaf forests","Multi-criteria",28
"2003-05-21","FI-Sod","Evergreen needleleaf forests","Multi-criteria",28
"2006-06-11","FI-Sod","Evergreen needleleaf forests","Multi-criteria",49
"2006-09-03","FI-Sod","Evergreen needleleaf forests","Multi-criteria",28
"2009-03-19","FI-Sod","Evergreen needleleaf forests","Multi-criteria",42
"2009-08-06","FI-Sod","Evergreen needleleaf forests","Multi-criteria",28
"2010-06-04","FI-Sod","Evergreen needleleaf forests","Multi-criteria",42
"2013-07-02","FI-Sod","Evergreen needleleaf forests","Multi-criteria",35
"2014-02-12","FI-Sod","Evergreen needleleaf forests","Multi-criteria",28
"2004-01-11","IT-BCi","Croplands","Mo and Lettenmeier",5
"2007-04-11","IT-BCi","Croplands","Mo and Lettenmeier",5
"2011-06-05","IT-BCi","Croplands","Mo and Lettenmeier",5
"2011-07-10","IT-BCi","Croplands","Mo and Lettenmeier",5
"2011-09-03","IT-BCi","Croplands","Mo and Lettenmeier",5
"2011-09-23","IT-BCi","Croplands","Mo and Lettenmeier",5
"2012-01-06","IT-BCi","Croplands","Mo and Lettenmeier",5
"2012-02-15","IT-BCi","Croplands","Mo and Lettenmeier",5
"2012-02-25","IT-BCi","Croplands","Mo and Lettenmeier",5
"2012-03-21","IT-BCi","Croplands","Mo and Lettenmeier",10
"2012-07-14","IT-BCi","Croplands","Mo and Lettenmeier",5
"2012-08-08","IT-BCi","Croplands","Mo and Lettenmeier",20
"2012-09-22","IT-BCi","Croplands","Mo and Lettenmeier",15
"2012-11-11","IT-BCi","Croplands","Mo and Lettenmeier",5
"2013-02-15","IT-BCi","Croplands","Mo and Lettenmeier",5
"2013-02-25","IT-BCi","Croplands","Mo and Lettenmeier",5
"2013-04-11","IT-BCi","Croplands","Mo and Lettenmeier",10
"2013-05-01","IT-BCi","Croplands","Mo and Lettenmeier",5
"2013-09-03","IT-BCi","Croplands","Mo and Lettenmeier",5
"2013-10-18","IT-BCi","Croplands","Mo and Lettenmeier",15
"2014-06-05","IT-BCi","Croplands","Mo and Lettenmeier",5
"2014-09-18","IT-BCi","Croplands","Mo and Lettenmeier",5
"2014-10-08","IT-BCi","Croplands","Mo and Lettenmeier",5
"2014-11-17","IT-BCi","Croplands","Mo and Lettenmeier",10
"2014-12-07","IT-BCi","Croplands","Mo and Lettenmeier",5
"2014-12-17","IT-BCi","Croplands","Mo and Lettenmeier",5
"2004-09-12","IT-BCi","Croplands","Ford and Labosier",25
"2004-11-01","IT-BCi","Croplands","Ford and Labosier",40
"2005-06-30","IT-BCi","Croplands","Ford and Labosier",40
"2005-10-23","IT-BCi","Croplands","Ford and Labosier",35
"2005-12-02","IT-BCi","Croplands","Ford and Labosier",25
"2006-01-06","IT-BCi","Croplands","Ford and Labosier",30
"2006-09-28","IT-BCi","Croplands","Ford and Labosier",40
"2008-01-21","IT-BCi","Croplands","Ford and Labosier",40
"2009-02-15","IT-BCi","Croplands","Ford and Labosier",35
"2009-05-06","IT-BCi","Croplands","Ford and Labosier",40
"2010-04-21","IT-BCi","Croplands","Ford and Labosier",40
"2011-07-20","IT-BCi","Croplands","Ford and Labosier",40
"2012-02-20","IT-BCi","Croplands","Ford and Labosier",40
"2012-04-25","IT-BCi","Croplands","Ford and Labosier",75
"2012-07-14","IT-BCi","Croplands","Ford and Labosier",30
"2014-10-08","IT-BCi","Croplands","Ford and Labosier",40
"2009-05-14","IT-BCi","Croplands","Pendergrass et al.",42
"2010-11-19","IT-BCi","Croplands","Pendergrass et al.",35
"2011-08-27","IT-BCi","Croplands","Pendergrass et al.",28
"2012-05-27","IT-BCi","Croplands","Pendergrass et al.",56
"2012-07-29","IT-BCi","Croplands","Pendergrass et al.",28
"2013-07-09","IT-BCi","Croplands","Pendergrass et al.",42
"2014-04-30","IT-BCi","Croplands","Pendergrass et al.",42
"2004-08-10","IT-BCi","Croplands","Noguera et al.",31
"2004-11-10","IT-BCi","Croplands","Noguera et al.",30
"2005-03-02","IT-BCi","Croplands","Noguera et al.",39
"2005-04-17","IT-BCi","Croplands","Noguera et al.",54
"2005-06-23","IT-BCi","Croplands","Noguera et al.",30
"2005-10-10","IT-BCi","Croplands","Noguera et al.",38
"2006-01-02","IT-BCi","Croplands","Noguera et al.",39
"2006-03-17","IT-BCi","Croplands","Noguera et al.",31
"2007-06-02","IT-BCi","Croplands","Noguera et al.",76
"2008-04-02","IT-BCi","Croplands","Noguera et al.",51
"2008-07-17","IT-BCi","Croplands","Noguera et al.",31
"2009-05-10","IT-BCi","Croplands","Noguera et al.",38
"2009-06-23","IT-BCi","Croplands","Noguera et al.",55
"2011-03-23","IT-BCi","Croplands","Noguera et al.",31
"2011-07-02","IT-BCi","Croplands","Noguera et al.",46
"2012-02-17","IT-BCi","Croplands","Noguera et al.",35
"2012-05-23","IT-BCi","Croplands","Noguera et al.",55
"2012-07-23","IT-BCi","Croplands","Noguera et al.",31
"2013-04-02","IT-BCi","Croplands","Noguera et al.",30
"2013-07-10","IT-BCi","Croplands","Noguera et al.",38
"2013-08-23","IT-BCi","Croplands","Noguera et al.",31
"2004-01-06","IT-BCi","Croplands","Christian et al.",30
"2004-06-09","IT-BCi","Croplands","Christian et al.",35
"2004-09-22","IT-BCi","Croplands","Christian et al.",35
"2005-07-20","IT-BCi","Croplands","Christian et al.",30
"2005-10-13","IT-BCi","Croplands","Christian et al.",50
"2006-09-03","IT-BCi","Croplands","Christian et al.",45
"2007-03-22","IT-BCi","Croplands","Christian et al.",35
"2007-06-25","IT-BCi","Croplands","Christian et al.",65
"2009-01-11","IT-BCi","Croplands","Christian et al.",70
"2009-04-26","IT-BCi","Croplands","Christian et al.",30
"2010-04-11","IT-BCi","Croplands","Christian et al.",90
"2011-09-13","IT-BCi","Croplands","Christian et al.",40
"2011-11-02","IT-BCi","Croplands","Christian et al.",50
"2012-01-11","IT-BCi","Croplands","Christian et al.",60
"2012-07-14","IT-BCi","Croplands","Christian et al.",30
"2014-05-01","IT-BCi","Croplands","Christian et al.",35
"2014-06-15","IT-BCi","Croplands","Christian et al.",45
"2004-06-09","IT-BCi","Croplands","Osman et al.",35
"2005-03-02","IT-BCi","Croplands","Osman et al.",35
"2005-08-09","IT-BCi","Croplands","Osman et al.",50
"2006-09-28","IT-BCi","Croplands","Osman et al.",70
"2007-04-06","IT-BCi","Croplands","Osman et al.",25
"2007-12-17","IT-BCi","Croplands","Osman et al.",80
"2009-01-31","IT-BCi","Croplands","Osman et al.",30
"2009-05-06","IT-BCi","Croplands","Osman et al.",75
"2010-03-17","IT-BCi","Croplands","Osman et al.",25
"2011-03-22","IT-BCi","Croplands","Osman et al.",30
"2011-05-06","IT-BCi","Croplands","Osman et al.",25
"2011-07-10","IT-BCi","Croplands","Osman et al.",30
"2011-09-03","IT-BCi","Croplands","Osman et al.",35
"2011-12-22","IT-BCi","Croplands","Osman et al.",40
"2012-02-15","IT-BCi","Croplands","Osman et al.",55
"2012-04-25","IT-BCi","Croplands","Osman et al.",30
"2012-06-04","IT-BCi","Croplands","Osman et al.",35
"2005-05-14","IT-BCi","Croplands","Alencar et al.",28
"2012-05-27","IT-BCi","Croplands","Alencar et al.",98
"2013-04-09","IT-BCi","Croplands","Alencar et al.",28
"2014-10-01","IT-BCi","Croplands","Alencar et al.",28
"2004-09-07","IT-BCi","Croplands","Mod. Ford and Labosier",25
"2005-06-25","IT-BCi","Croplands","Mod. Ford and Labosier",25
"2006-09-23","IT-BCi","Croplands","Mod. Ford and Labosier",35
"2009-04-26","IT-BCi","Croplands","Mod. Ford and Labosier",30
"2010-04-16","IT-BCi","Croplands","Mod. Ford and Labosier",30
"2011-07-10","IT-BCi","Croplands","Mod. Ford and Labosier",30
"2012-04-20","IT-BCi","Croplands","Mod. Ford and Labosier",60
"2012-07-09","IT-BCi","Croplands","Mod. Ford and Labosier",25
"2014-10-03","IT-BCi","Croplands","Mod. Ford and Labosier",40
"2006-06-11","IT-BCi","Croplands","Multi-criteria",49
"2006-09-03","IT-BCi","Croplands","Multi-criteria",28
"2009-03-19","IT-BCi","Croplands","Multi-criteria",42
"2009-08-06","IT-BCi","Croplands","Multi-criteria",28
"2010-06-04","IT-BCi","Croplands","Multi-criteria",42
"2013-07-02","IT-BCi","Croplands","Multi-criteria",35
"2014-02-12","IT-BCi","Croplands","Multi-criteria",28
"1997-01-21","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1997-05-11","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1998-02-15","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1998-06-30","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1998-07-20","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-01-06","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-01-16","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-03-12","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-05-16","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-05-31","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"1999-08-19","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-09-23","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"1999-10-28","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-03-06","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-05-05","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-07-04","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2000-08-18","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2000-09-12","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2001-05-16","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2001-05-26","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2001-07-05","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2002-06-15","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-09-18","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2003-12-02","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2004-07-04","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2004-10-22","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2004-11-01","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-03-17","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2005-07-25","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-05-16","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2006-09-03","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2006-10-23","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-04-11","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",15
"2007-05-21","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-06-20","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2007-07-15","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2008-02-25","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2008-05-25","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2008-09-07","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2009-05-16","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2009-06-15","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2009-11-22","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2010-07-10","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2011-04-06","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-07-10","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2011-09-03","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",15
"2012-04-25","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-07-09","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-07-29","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2012-09-22","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-10-17","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2012-11-11","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2013-04-11","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2013-06-15","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2013-10-18","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",15
"2013-11-07","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2013-12-17","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-09-18","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2014-10-08","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",15
"2014-11-22","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",10
"2014-12-22","IT-Col","Deciduous broadleaf forests","Mo and Lettenmeier",5
"2010-03-02","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2011-08-24","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2012-01-06","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2012-06-09","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2012-07-29","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2012-11-06","IT-Col","Deciduous broadleaf forests","Ford and Labosier",30
"2013-04-21","IT-Col","Deciduous broadleaf forests","Ford and Labosier",35
"2014-03-22","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"2014-05-06","IT-Col","Deciduous broadleaf forests","Ford and Labosier",40
"1996-05-06","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"1996-10-21","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",35
"1997-01-08","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",70
"1997-04-30","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"1999-07-30","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"2000-01-15","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",70
"2001-11-19","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",35
"2003-09-03","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",112
"2003-12-31","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",99
"2006-10-01","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",49
"2008-02-05","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"2009-04-30","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"2009-07-02","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",42
"2009-09-17","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"2013-04-02","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"2013-05-28","IT-Col","Deciduous broadleaf forests","Pendergrass et al.",28
"1996-05-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",38
"1997-01-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",38
"1997-11-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",30
"1998-05-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",61
"2000-07-17","IT-Col","Deciduous broadleaf forests","Noguera et al.",37
"2002-10-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",31
"2005-01-17","IT-Col","Deciduous broadleaf forests","Noguera et al.",37
"2005-04-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",43
"2006-09-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",78
"2007-03-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",40
"2007-06-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",61
"2008-02-02","IT-Col","Deciduous broadleaf forests","Noguera et al.",29
"2009-04-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",30
"2009-06-23","IT-Col","Deciduous broadleaf forests","Noguera et al.",55
"2011-03-17","IT-Col","Deciduous broadleaf forests","Noguera et al.",37
"2011-08-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",53
"2014-09-10","IT-Col","Deciduous broadleaf forests","Noguera et al.",43
"1996-05-05","IT-Col","Deciduous broadleaf forests","Christian et al.",60
"1997-03-27","IT-Col","Deciduous broadleaf forests","Christian et al.",45
"1997-08-09","IT-Col","Deciduous broadleaf forests","Christian et al.",40
"1998-03-02","IT-Col","Deciduous broadleaf forests","Christian et al.",55
"1998-06-20","IT-Col","Deciduous broadleaf forests","Christian et al.",80
"1999-11-02","IT-Col","Deciduous broadleaf forests","Christian et al.",35
"2000-09-17","IT-Col","Deciduous broadleaf forests","Christian et al.",50
"2000-12-06","IT-Col","Deciduous broadleaf forests","Christian et al.",36
"2001-06-20","IT-Col","Deciduous broadleaf forests","Christian et al.",30
"2001-08-29","IT-Col","Deciduous broadleaf forests","Christian et al.",40
"2001-11-17","IT-Col","Deciduous broadleaf forests","Christian et al.",30
"2002-06-30","IT-Col","Deciduous broadleaf forests","Christian et al.",45
"2005-05-21","IT-Col","Deciduous broadleaf forests","Christian et al.",50
"2007-06-15","IT-Col","Deciduous broadleaf forests","Christian et al.",40
"2007-08-04","IT-Col","Deciduous broadleaf forests","Christian et al.",45
"2008-07-04","IT-Col","Deciduous broadleaf forests","Christian et al.",65
"2009-03-22","IT-Col","Deciduous broadleaf forests","Christian et al.",35
"2011-11-27","IT-Col","Deciduous broadleaf forests","Christian et al.",30
"2012-05-15","IT-Col","Deciduous broadleaf forests","Christian et al.",35
"2012-07-19","IT-Col","Deciduous broadleaf forests","Christian et al.",35
"2010-06-05","IT-Col","Deciduous broadleaf forests","Osman et al.",55
"2011-08-04","IT-Col","Deciduous broadleaf forests","Osman et al.",50
"2012-01-06","IT-Col","Deciduous broadleaf forests","Osman et al.",55
"2012-06-04","IT-Col","Deciduous broadleaf forests","Osman et al.",50
"2012-07-29","IT-Col","Deciduous broadleaf forests","Osman et al.",35
"2012-10-02","IT-Col","Deciduous broadleaf forests","Osman et al.",25
"2013-06-05","IT-Col","Deciduous broadleaf forests","Osman et al.",35
"2014-05-06","IT-Col","Deciduous broadleaf forests","Osman et al.",40
"1996-05-13","IT-Col","Deciduous broadleaf forests","Alencar et al.",35
"1998-06-04","IT-Col","Deciduous broadleaf forests","Alencar et al.",42
"2000-05-06","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2001-05-21","IT-Col","Deciduous broadleaf forests","Alencar et al.",35
"2006-10-01","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2007-04-02","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2007-07-02","IT-Col","Deciduous broadleaf forests","Alencar et al.",35
"2009-04-30","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2009-07-09","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2011-03-19","IT-Col","Deciduous broadleaf forests","Alencar et al.",42
"2011-08-20","IT-Col","Deciduous broadleaf forests","Alencar et al.",42
"2012-05-27","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2013-04-09","IT-Col","Deciduous broadleaf forests","Alencar et al.",28
"2014-09-17","IT-Col","Deciduous broadleaf forests","Alencar et al.",35
"2011-08-19","IT-Col","Deciduous broadleaf forests","Mod. Ford and Labosier",35
